Id,Indikator,"Tendensi hambatan dalam hubungan sosial, neourotis","Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala",Tendensi aspirasi lebih besar dari pada kemampuan,Normal
289_3,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
290_3,[‘Tendensi aspirasi lebih besar dari pada kemampuan‘],0,0,1,0
291_3,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
292_3,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
293_3,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
294_3,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
295_3,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
296_3,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
297_3,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
298_3,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
299_3,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
300_3,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
